"oblast","EDRPOU","NAME","KVED","church_EDRPOU","church_NAME","BOSS","church_BOSS","ADDRESS","church_ADDRESS","freq","FOUNDERS","KVED_freq","KVED_freq_inRegion","KVED_section"
"Донецька обл.","37254029","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ОРИГІНАЛЬНИЙ ДОНЕЦЬКИЙ СУВЕНІР","10.83 Виробництво чаю та кави",38084129,"РЕЛІГІЙНА ПРАВОСЛАВНА ГРОМАДА СВЯТО-ЛАЗАРІВСЬКА ПАРАФІЯ ДОНЕЦЬКОЇ ЄПАРХІЇ УКРАЇНСЬКОЇ ПРАВОСЛАВНОЇ ЦЕРКВИ МІСТА ДОНЕЦЬКА ДОНЕЦЬКОЇ ОБЛАСТІ""","ТРЕТ'ЯКОВ СЕРГІЙ ВІКТОРОВИЧ","ТРЕТ'ЯКОВ СЕРГІЙ ВІКТОРОВИЧ","83031; Донецька обл.- місто Донецьк, Пролетарський район, ВУЛИЦЯ МАРСЕЛЯ КАШЕНА, будинок 19","83032; Донецька обл.- місто Донецьк, Пролетарський район, ВУЛИЦЯ ФЕДОСЕЄВА, будинок 1 А",3,"ТРЕТ'ЯКОВ СЕРГІЙ ВІКТОРОВИЧ, розмір внеску до статутного фонду - 999.00 грн.",49,2,"Інше"
"Донецька обл.","37902827","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ СМАРТ ІНТЕР КАСТ","51.90.0 ІНШІ ВИДИ ОПТОВОЇ ТОРГІВЛІ",35610385,"РЕЛІГІЙНА ГРОМАДА ПАНТЕЛЕЙМОНІВСЬКОЇ ПАРАФІЇ ДОНЕЦЬКОЇ ЄПАРХІЇ УКРАЇНСЬКОЇ ПРАВОСЛАВНОЇ ЦЕРКВИ МІСТА ДОНЕЦЬКА ДОНЕЦЬКОЇ ОБЛАСТІ","МАЦЕГОРА АНДРІЙ АНАТОЛІЙОВИЧ","МАЦЕГОРА АНДРІЙ АНАТОЛІЙОВИЧ","83054; Донецька обл.- місто Донецьк, Київський район, ПРОСПЕКТ КИЇВСЬКИЙ, будинок 48","83030; Донецька обл.- місто Донецьк, Будьонівський район, ВУЛИЦЯ ТАЛЛІНСЬКА, будинок 1",2,"ІВЛЕВ АНТОН ІГОРЕВІЧ, розмір внеску до статутного фонду - 16650.00 грн.||ПІМЕНОВ ЄВГЕН КОСТЯНТИНОВИЧ, розмір внеску до статутного фонду - 16650.00 грн.||МАЦЕГОРА АНДРІЙ АНАТОЛІЙОВИЧ, розмір внеску до статутного фонду - 16700.00 грн.",63,7,"Торгівля"
"Донецька обл.","38844646","ОБСЛУГОВУЮЧИЙ КООПЕРАТИВ АНТАРИС-2013","81.10 Комплексне обслуговування об'єктів",37862444,"РЕЛІГІЙНА ПРАВОСЛАВНА ГРОМАДА СВЯТО-ГРИГОРІЇВСЬКА ПАРАФІЯ ДОНЕЦЬКОЇ ЄПАРХІЇ УКРАЇНСЬКОЇ ПРАВОСЛАВНОЇ ЦЕРКВИ СЕЛА НОВОСЕЛИДІВКИ МАР'ЇНСЬКОГО РАЙОНУ ДОНЕЦЬКОЇ ОБЛАСТІ""","РАДЧЕНКО ОЛЬГА ВІКТОРІВНА","РАДЧЕНКО ОЛЬГА ВІКТОРІВНА","83022; Донецька обл.- місто Донецьк, Петровський район, ВУЛИЦЯ ВАВІЛОВА, будинок 26","85610; Донецька обл.- Мар'їнський район, село Новоселидівка, ВУЛИЦЯ ЛЕНІНА, будинок 2",2,"БУРДЮГ ОЛЕНА ПЕТРІВНА, розмір внеску до статутного фонду - 0.00 грн.||РУДОВА НАТАЛІЯ ЯРОСЛАВІВНА, розмір внеску до статутного фонду - 0.00 грн.||РАДЧЕНКО ОЛЬГА ВІКТОРІВНА, розмір внеску до статутного фонду - 0.00 грн.",12,4,"ОСББ"
"Донецька обл.","32166881","ПРИВАТНЕ ПІДПРИЄМСТВО ПІДГОТОВЧИХ УЧБОВИХ КУРСІВ СЕЛЕНА""","80.42.0 ОСВІТА ДОРОСЛИХ ТА ІНШІ ВИДИ ОСВІТИ",39292333,"РЕЛІГІЙНА ОРГАНІЗАЦІЯ РЕЛІГІЙНА ПРАВОСЛАВНА ГРОМАДА ""ІКОНИ БОЖОЇ МАТЕРІ ""НЕЧАЯНА РАДІСТЬ"" ПАРАФІЯ ДОНЕЦЬКОЇ ЄПАРХІЇ УКРАЇНСЬКОЇ ПРАВОСЛАВНОЇ ЦЕРКВИ СЕЛИЩА ВОДЯНЕ ЯСИНУВАТСЬКОГО РАЙОНУ ДОНЕЦЬКОЇ ОБЛАСТІ""","СТЕЦЮРА МИКОЛА ОЛЕКСАНДРОВИЧ","СТЕЦЮРА МИКОЛА ОЛЕКСАНДРОВИЧ","85623; Донецька обл.- Мар'їнський район, село Георгіївка, ВУЛИЦЯ ГАГАРІНА, будинок 1","86053; Донецька обл.- Ясинуватський район, село Водяне, ВУЛИЦЯ СТЕПНА, будинок 5",4,"БАКАУШИН ВОЛОДИМИР ЛЕОНІДОВИЧ, розмір внеску до статутного фонду - 30000.00 грн.",19,1,"Освіта"
"Донецька обл.","13506014","КООПЕРАТИВ ГАЗИФИКАЦИЯ","45.33.3 ГАЗОПРОВІДНІ РОБОТИ",39292333,"РЕЛІГІЙНА ОРГАНІЗАЦІЯ РЕЛІГІЙНА ПРАВОСЛАВНА ГРОМАДА ""ІКОНИ БОЖОЇ МАТЕРІ ""НЕЧАЯНА РАДІСТЬ"" ПАРАФІЯ ДОНЕЦЬКОЇ ЄПАРХІЇ УКРАЇНСЬКОЇ ПРАВОСЛАВНОЇ ЦЕРКВИ СЕЛИЩА ВОДЯНЕ ЯСИНУВАТСЬКОГО РАЙОНУ ДОНЕЦЬКОЇ ОБЛАСТІ""","СТЕЦЮРА МИКОЛА ОЛЕКСАНДРОВИЧ","СТЕЦЮРА МИКОЛА ОЛЕКСАНДРОВИЧ","83071; Донецька обл.- місто Донецьк, Куйбишевський район, ВУЛИЦЯ ВАХРУШЕВА, будинок 50","86053; Донецька обл.- Ясинуватський район, село Водяне, ВУЛИЦЯ СТЕПНА, будинок 5",4,"ДУДКО ВІКТОР БОРИСОВИЧ, розмір внеску до статутного фонду - 0.00 грн.||Д'ЯКОВ ОЛЕКСАНДР СЕРАФИМОВИЧ, розмір внеску до статутного фонду - 0.00 грн.||ЦЕЛЮХ ОЛЕКСІЙ ДИМИТРОВИЧ, розмір внеску до статутного фонду - 0.00 грн.||ДУДКО ВІКТОР ВІКТОРОВИЧ, розмір внеску до статутного фонду - 0.00 грн.",13,2,"Інші будівельні і монтажні роботи"
"Донецька обл.","34777351","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ГАЗВОДБУД ДМС","45.21.4 БУДІВНИЦТВО МІСЦЕВИХ ТРУБОПРОВОДІВ, ЛІНІЙ ЗВ'ЯЗКУ ТА ЕНЕРГОПОСТАЧАННЯ",39292333,"РЕЛІГІЙНА ОРГАНІЗАЦІЯ РЕЛІГІЙНА ПРАВОСЛАВНА ГРОМАДА ""ІКОНИ БОЖОЇ МАТЕРІ ""НЕЧАЯНА РАДІСТЬ"" ПАРАФІЯ ДОНЕЦЬКОЇ ЄПАРХІЇ УКРАЇНСЬКОЇ ПРАВОСЛАВНОЇ ЦЕРКВИ СЕЛИЩА ВОДЯНЕ ЯСИНУВАТСЬКОГО РАЙОНУ ДОНЕЦЬКОЇ ОБЛАСТІ""","СТЕЦЮРА МИКОЛА ОЛЕКСАНДРОВИЧ","СТЕЦЮРА МИКОЛА ОЛЕКСАНДРОВИЧ","83071; ВУЛ.ВАХРУШЕВА- БУД.50 А, М.ДОНЕЦЬК, КУЙБИШЕВСЬКИЙ РАЙОН, ДОНЕЦЬКА ОБЛ., УКРАЇНА","86053; Донецька обл.- Ясинуватський район, село Водяне, ВУЛИЦЯ СТЕПНА, будинок 5",4,"СТЕЦЮРА МИКОЛА ОЛЕКСАНДРОВИЧ, розмір внеску до статутного фонду - 12498.75 грн.||ДУДКО ВІКТОР БОРИСОВИЧ, розмір внеску до статутного фонду - 12502.50 грн.||МОКЄЄВ ОЛЕКСАНДР СЕРГІЙОВИЧ, розмір внеску до статутного фонду - 12498.75 грн.",13,2,"Інші будівельні і монтажні роботи"
"Донецька обл.","33560673","ПРИВАТНЕ ПІДПРИЄМСТВО ВКФ ФАВОР","46.90 Неспеціалізована оптова торгівля",33380565,"РЕЛІГІЙНА ГРОМАДА ІОАННА МИЛОСТИВОГО ПАРАФІЇ ГОРЛІВСЬКОЇ ЄПАРХІЇ УКРАЇНСЬКОЇ ПРАВОСЛАВНОЇ ЦЕРКВИ СЕЛА ІВАНОПІЛЛЯ КОСТЯНТИНІВСЬКОГО РАЙОНУ ДОНЕЦЬКОЇ ОБЛАСТІ","СЄЧКІНА СВІТЛАНА ВАСИЛІВНА","СЄЧКІНА СВІТЛАНА ВАСИЛІВНА","85114; Донецька обл.- місто Костянтинівка, ВУЛИЦЯ ТРУДОВА , будинок 449","85160; Донецька обл.- Костянтинівський район, село Іванопілля, ВУЛИЦЯ МЕТАНІДЗЕ, будинок 5-А",2,"СЄЧКІНА СВІТЛАНА ВАСИЛІВНА, розмір внеску до статутного фонду - 1500.00 грн.",63,7,"Торгівля"
"Донецька обл.","25905015","РЕЛІГІЙНА ГРОМАДА СВЯТО-ТРОЇЦЬКОЇ ПАРАФІЇ ДОНЕЦЬКОЇ ЄПАРХІЇ УКРАЇНСЬКОЇ ПРАВОСЛАВНОЇ ЦЕРКВИ МІСТА ДОНЕЦЬКА","91.33.0 ДІЯЛЬНІСТЬ ГРОМАДСЬКИХ ОРГАНІЗАЦІЙ, Н. В. І. Г.",26503690,"РЕЛІГІЙНА ГРОМАДА СВЯТО-ДУХІВСЬКА ПАРАФІЯ ДОНЕЦЬКОЇ ЄПАРХІЇ УКРАЇНСЬКОЇ ПРАВОСЛАВНОЇ ЦЕРКВИ МІСТА ДОНЕЦЬКА","ЛЕОНОВ ВОЛОДИМИР МИКОЛАЙОВИЧ","ЛЕОНОВ ВОЛОДИМИР МИКОЛАЙОВИЧ","83092; Донецька обл.- місто Донецьк, Будьонівський район, ВУЛ. 230 СТРІЛЕЦЬКОЇ ДИВІЗІЇ","83030; Донецька обл.- місто Донецьк, Будьонівський район, ПЛОЩА БУДЬОННОГО, будинок 1",3,"ЧЛЕНИ ГРОМАДИ У КІЛЬКОСТІ 60 ФІЗИЧНИХ ОСІБ, розмір внеску до статутного фонду - 0.00 грн.",140,9,"Діяльність громадських організацій"
"Донецька обл.","00179192","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ВУГЛЕПРОМТРАНС","52.21 Допоміжне обслуговування наземного транспорту",36621288,"РЕЛІГІЙНА ОРГАНІЗАЦІЯ РЕЛІГІЙНА ПРАВОСЛАВНА ГРОМАДА ""ВІКТОРІВСЬКА ПАРАФІЯ ГОРЛІВСЬКОЇ ЄПАРХІЇ УКРАЇНСЬКОЇ ПРАВОСЛАВНОЇ ЦЕРКВИ МІСТА МИРНОГРАДА ДОНЕЦЬКОЇ ОБЛАСТІ""","ВИШНЕВСЬКИЙ МИКОЛА ВІКТОРОВИЧ","ВИШНЕВСЬКИЙ МИКОЛА ВІКТОРОВИЧ","85323; Донецька обл.- місто Мирноград, ВУЛИЦЯ СОБОРНА, будинок 51","85320; Донецька обл.- місто Мирноград, ВУЛИЦЯ СОБОРНА, будинок 51",2,"ПУБЛІЧНЕ АКЦІОНЕРНЕ ТОВАРИСТВО ""ШАХТОУПРАВЛІННЯ ""ПОКРОВСЬКЕ"", розмір внеску до статутного фонду - 75000.00 грн.||КІНЦЕВИЙ БЕНЕФІЦІАРНИЙ ВЛАСНИК (КОНТРОЛЕР)- КСЕНОФОНТОС АНСІ, Е , КІПР, МІСТО ЛІМАСОЛ, ВУЛИЦЯ СКОПЕЛОУ, БУД.3, розмір внеску до статутного фонду - 0.00 грн.||ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""САВІ"", розмір внеску до статутного фонду - 33225000.00 грн.||КОМПАНІЯ ТОРІНОКС ФАЙНЕНС ЛТД, розмір внеску до статутного фонду - 6000000.00 грн.||КОМПАНІЯ КСИНАРО ІНВЕСТМЕНТС ЛІМІТЕД, розмір внеску до статутного фонду - 3975000.00 грн.||КОМПАНІЯ ІНВЕСТКОРП НРДЖІ ЛІМІТЕД, розмір внеску до статутного фонду - 4950000.00 грн.||КОМПАНІЯ ЕНЕРГО ГРУП ЛІМІТЕД, розмір внеску до статутного фонду - 6000000.00 грн.||КОМПАНІЯ СКЮІРЕ МАНОР ПРОПЕРТІЕС ЛТД, розмір внеску до статутного фонду - 3975000.00 грн.",20,2,"Вантажні, регулярні перевезення, ремонт автотранспортних засобів"
"Донецька обл.","26318685","ГРОМАДСЬКА ОРГАНІЗАЦІЯ ЕКОЛОГІЧНИЙ РУХ ОАЗИС""","94.99 Діяльність інших громадських організацій, н. в. і. у.",37843065,"РЕЛІГІЙНА ПРАВОСЛАВНА ГРОМАДА ПРЕПОДОБНОГО НИКИТИ ПАРАФІЯ ДОНЕЦЬКОЇ ЄПАРХІЇ УКРАЇНСЬКОЇ ПРАВОСЛАВНОЇ ЦЕРКВИ МІСТА ДОНЕЦЬКА ДОНЕЦЬКОЇ ОБЛАСТІ""","ОРЛОВ ВОЛОДИМИР ОЛЕКСАНДРОВИЧ","ОРЛОВ ВОЛОДИМИР ОЛЕКСАНДРОВИЧ","83000; Донецька обл.- місто Донецьк, Ворошиловський район, ПЛОЩА КОНСТИТУЦІЇ, будинок 4, квартира 84","83003; Донецька обл.- місто Донецьк, Калінінський район, ПРОВУЛОК ДОНБАСЬКИЙ, будинок 1",2,"ОРЛОВА НАТАЛІЯ ВІКТОРІВНА, розмір внеску до статутного фонду - 0.00 грн.||ОРЛОВА ОЛЬГА ОЛЕКСАНДРІВНА, розмір внеску до статутного фонду - 0.00 грн.||ОРЛОВ АНДРІЙ ВІКТОРОВИЧ, розмір внеску до статутного фонду - 0.00 грн.",140,9,"Діяльність громадських організацій"
"Донецька обл.","24807865","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ФОРІЦА","10.13 Виробництво м'ясних продуктів",39206354,"РЕЛІГІЙНОЇ ПРАВОСЛАВНОЇ ГРОМАДИ СВЯТОГО ОЛЕКСАНДРА НЕВСЬКОГО ПАРАФІЯ ДОНЕЦЬКОЇ ЄПАРХІЇ УКРАЇНСЬКОЇ ПРАВОСЛАВНОЇ ЦЕРКВИ СМТ МАНГУШ ПЕРШОТРАВНЕВОГО РАЙОНУ ДОНЕЦЬКОЇ ОБЛАСТІ""","ЗЯБЛОВ ОЛЕКСАНДР ІВАНОВИЧ","ЗЯБЛОВ ОЛЕКСАНДР ІВАНОВИЧ","87400; Донецька обл.- Мангушський район, селище міського типу Мангуш, ВУЛИЦЯ ТІТОВА, будинок 150","87400; Донецька обл.- Мангушський район, селище міського типу Мангуш, ВУЛИЦЯ ТІТОВА , будинок 150",2,"ЗЯБЛОВ ОЛЕКСАНДР ІВАНОВИЧ, розмір внеску до статутного фонду - 0.00 грн.||КІНЦЕВИЙ БЕНЕФІЦІАРНИЙ ВЛАСНИК (КОНТРОЛЕР) - САЛЬВАДИР РОДРИГЕС ГАСПАР ЄУТИКЬЕ , ПАНАМА, , МІСТО ПАНАМА, ВУЛИЦЯ ДАВІД ДЕ КАСТРО, БУДИНОК 85||""LARIUS ASSOCIATES S.A."", розмір внеску до статутного фонду - 12500000.00 грн.",20,1,"Сільське господарство"
"Донецька обл.","04340750","РЕСПУБЛІКАНСЬКА СІЛЬСЬКА РАДА","84.11 Державне управління загального характеру",36209389,"РЕЛІГІЙНА ОРГАНІЗАЦІЯ РЕЛІГІЙНА ПРАВОСЛАВНА ГРОМАДА ""СВЯТО-ПЕТРО-ПАВЛІВСЬКА ПАРАФІЯ ДОНЕЦЬКОЇ ЄПАРХІЇ УКРАЇНСЬКОЇ ПРАВОСЛАВНОЇ ЦЕРКВИ СЕЛА РЕСПУБЛІКА НІКОЛЬСЬКОГО РАЙОНУ ДОНЕЦЬКОЇ ОБЛАСТІ""","АКСЬОНОВ СЕРГІЙ ЛЕОНІДОВИЧ","АКСЬОНОВ СЕРГІЙ ЛЕОНІДОВИЧ","87021; Донецька обл.- Нікольський район, село Республіка, ВУЛИЦЯ ЦЕНТРАЛЬНА, будинок 1","87021; Донецька обл.- Нікольський район, село Республіка, ВУЛИЦЯ ЦЕНТРАЛЬНА, будинок 1",2,"ЗГІДНО ЗАКОНУ УКРАЇНИ ""ПРО МІСЦЕВЕ САМОВРЯДУВАННЯ""",22,1,"Державне управління (сільські, селищні ради, виборчі комісії тощо)"
"Донецька обл.","33244279","ГРОМАДСЬКА ОРГАНІЗАЦІЯ МИР ДІЛОВИХ ЛЮДЕЙ","94.99 Діяльність інших громадських організацій, н. в. і. у.",35388147,"РЕЛІГІЙНА ГРОМАДА ПЕТРО-ПАВЛІВСЬКОЇ ПАРАФІЇ ДОНЕЦЬКОЇ ЄПАРХІЇ УКРАЇНСЬКОЇ ПРАВОСЛАВНОЇ ЦЕРКВИ МІСТО МАРІУПОЛЬ ДОНЕЦЬКОЇ ОБЛАСТІ","ІВАНОВ ПЕТРО ВОЛОДИМИРОВИЧ","ІВАНОВ ПЕТРО ВОЛОДИМИРОВИЧ","87506; Донецька обл.- місто Маріуполь, Жовтневий район, ВУЛИЦЯ ШОТА РУСТАВЕЛІ, будинок 14","87554; Донецька обл.- місто Маріуполь, Жовтневий район, ВУЛИЦЯ ШОТА РУСТАВЕЛІ, будинок 14",2,"членів організації - 6 фізичних осіб, розмір внеску до статутного фонду - 0.00 грн.",140,9,"Діяльність громадських організацій"
"Донецька обл.","35614238","ПЕРШОТРАВНЕВА РАЙОННА ОРГАНІЗАЦІЯ ЖІНОК СПІЛКИ ЖІНОК УКРАЇНИ","94.99 Діяльність інших громадських організацій, н. в. і. у.",38508094,"РЕЛІГІЙНА ПРАВОСЛАВНА ГРОМАДА СВЯТО-ПОКРОВСЬКА ПАРАФІЯ ДОНЕЦЬКОЇ ЄПАРХІЇ УКРАЇНСЬКОЇ ПРАВОСЛАВНОЇ ЦЕРКВИ СЕЛА КОМИШУВАТЕ ПЕРШОТРАВНЕВОГО РАЙОНУ ДОНЕЦЬКОЇ ОБЛАСТІ""","УЛЮРА ТЕТЯНА ГРИГОРІВНА","УЛЮРА ТЕТЯНА ГРИГОРІВНА","87400; Донецька обл.- Мангушський район, селище міського типу Мангуш, ВУЛИЦЯ ЛЕНІНА, будинок 72","87420; Донецька обл.- Мангушський район, село Комишувате, ВУЛИЦЯ ЛЕНІНА , будинок 16",2,"БЄЛОВА РПАСКОВ'Я АНТОНІВНА, розмір внеску до статутного фонду - 0.00 грн.||УЛЮРА ТЕТЯНА ГРИГОРІВНА, розмір внеску до статутного фонду - 0.00 грн.||КОНЖУКОВА НАДІЯ МИКОЛАЇВНА, розмір внеску до статутного фонду - 0.00 грн.",140,9,"Діяльність громадських організацій"
"Донецька обл.","25111812","ДОНЕЦЬКИЙ МІСЬКИЙ БЛАГОДІЙНИЙ ФОНД МАЙБУТНЄ ДОНБАСУ","88.99 Надання іншої соціальної допомоги без забезпечення проживання, н. в. і. у.",36695695,"РЕЛІГІЙНА ПРАВОСЛАВНА ГРОМАДА ІОАННО-БОГОСЛОВСЬКА ПАРАФІЯ ДОНЕЦЬКОЇ ЄПАРХІЇ УКРАЇНСЬКОЇ ПРАВОСЛАВНОЇ ЦЕРКВИ МІСТА ДОНЕЦЬКА ДОНЕЦЬКОЇ ОБЛАСТІ""","ГУСЬКОВА ІРИНА ВОЛОДИМИРІВНА","ГУСЬКОВА ІРИНА ВОЛОДИМИРІВНА","83053; Донецька обл.- місто Донецьк, Будьонівський район, ВУЛИЦЯ БУЛАВІНА, будинок 1","83005; Донецька обл.- місто Донецьк, Ленінський район, ВУЛИЦЯ РІЧНА, будинок 28А",2,"ЧЛЕНИ ФОНДУ, розмір внеску до статутного фонду - 0.00 грн.",60,5,"Надання іншої соціальної допомоги без забезпечення проживання"
"Житомирська обл.","41249659","БЛАГОДІЙНА ОРГАНІЗАЦІЯ БЛАГОДІЙНИЙ ФОНД ОНІКС""","94.99 Діяльність інших громадських організацій, н. в. і. у.",25838342,"СВЯТО-ПОКРОВСЬКА ПАРАФІЯ ОВРУЦЬКО-КОРОСТЕНСЬКОЇ ЄПАРХІЇ УКРАЇНСЬКОЇ ПРАВОСЛАВНОЇ ЦЕРКВИ","КАПЛЮК АНАТОЛІЙ ВІКТОРОВИЧ","КАПЛЮК АНАТОЛІЙ ВІКТОРОВИЧ","11500; Житомирська обл.- місто Коростень, ВУЛИЦЯ В.СОСНОВСЬКОГО, будинок 10","11600; Житомирська обл.- місто Малин, ПЛОЩА СОБОРНА, будинок 3",5,"КАПЛЮК АНАТОЛІЙ ВІКТОРОВИЧ, розмір внеску до статутного фонду - 0.00 грн.",140,4,"Діяльність громадських організацій"
"Житомирська обл.","41249659","БЛАГОДІЙНА ОРГАНІЗАЦІЯ БЛАГОДІЙНИЙ ФОНД ОНІКС""","94.99 Діяльність інших громадських організацій, н. в. і. у.",24702758,"СВЯТО-ОЛЬГІНСЬКА ПАРАФІЯ У М. КОРОСТЕНІ ОВРУЦЬКО-КОРОСТЕНСЬКОЇ ЄПАРХІЇ УКРАЇНСЬКОЇ ПРАВОСЛАВНОЇ ЦЕРКВИ","КАПЛЮК АНАТОЛІЙ ВІКТОРОВИЧ","КАПЛЮК АНАТОЛІЙ ВІКТОРОВИЧ","11500; Житомирська обл.- місто Коростень, ВУЛИЦЯ В.СОСНОВСЬКОГО, будинок 10","11500; Житомирська обл.- місто Коростень, ВУЛИЦЯ В. СОСНОВСЬКОГО, будинок 10",5,"КАПЛЮК АНАТОЛІЙ ВІКТОРОВИЧ, розмір внеску до статутного фонду - 0.00 грн.",140,4,"Діяльність громадських організацій"
"Житомирська обл.","41249659","БЛАГОДІЙНА ОРГАНІЗАЦІЯ БЛАГОДІЙНИЙ ФОНД ОНІКС""","94.99 Діяльність інших громадських організацій, н. в. і. у.",41085426,"РЕЛІГІЙНА ОРГАНІЗАЦІЯ РЕЛІГІЙНА ГРОМАДА СВЯТО-МИКОЛАЇВСЬКА ПАРАФІЯ, ОВРУЦЬКО-КОРОСТЕНСЬКА ЄПАРХІЯ, УКРАЇНСЬКА ПРАВОСЛАВНА ЦЕРКВА, М.МАЛИН, ЖИТОМИРСЬКА ОБЛАСТЬ""","КАПЛЮК АНАТОЛІЙ ВІКТОРОВИЧ","КАПЛЮК АНАТОЛІЙ ВІКТОРОВИЧ","11500; Житомирська обл.- місто Коростень, ВУЛИЦЯ В.СОСНОВСЬКОГО, будинок 10","11602; Житомирська обл.- місто Малин, ВУЛИЦЯ ЧЕХОВА, будинок 27А/2",5,"КАПЛЮК АНАТОЛІЙ ВІКТОРОВИЧ, розмір внеску до статутного фонду - 0.00 грн.",140,4,"Діяльність громадських організацій"
"Житомирська обл.","41249659","БЛАГОДІЙНА ОРГАНІЗАЦІЯ БЛАГОДІЙНИЙ ФОНД ОНІКС""","94.99 Діяльність інших громадських організацій, н. в. і. у.",36245542,"РЕЛІГІЙНА ГРОМАДА СВЯТО-ІЛЛІНСЬКОЇ ПАРАФІЇ ОВРУЦЬКОЇ ЄПАРХІЇ УКРАЇНСЬКОЇ ПРАВОСЛАВНОЇ ЦЕРКВИ","КАПЛЮК АНАТОЛІЙ ВІКТОРОВИЧ","КАПЛЮК АНАТОЛІЙ ВІКТОРОВИЧ","11500; Житомирська обл.- місто Коростень, ВУЛИЦЯ В.СОСНОВСЬКОГО, будинок 10","11500; Житомирська обл.- місто Коростень, ВУЛИЦЯ В. СОСНОВСЬКОГО, будинок 10",5,"КАПЛЮК АНАТОЛІЙ ВІКТОРОВИЧ, розмір внеску до статутного фонду - 0.00 грн.",140,4,"Діяльність громадських організацій"
"Житомирська обл.","38770674","БЛАГОДІЙНЕ ТОВАРИСТВО ОБИТЕЛЬ МИЛОСЕРДЯ СВЯТОЇ ВЕЛИКОМУЧЕНИЦІ ЄКАТЕРИНИ","88.99 Надання іншої соціальної допомоги без забезпечення проживання, н. в. і. у.",36105670,"РЕЛІГІЙНА ГРОМАДА УКРАЇНСЬКОЇ ПРАВОСЛАВНОЇ ЦЕРКВИ (ПАРАФІЯ НА ЧЕСТЬ АФОНСЬКОЇ ІКОНИ БОЖОЇ МАТЕРІ"")","СМИЧОК НАДІЯ БОРИСІВНА","СМИЧОК НАДІЯ БОРИСІВНА","11620; Житомирська обл.- Малинський район, село Загребля, ВУЛИЦЯ НАБЕРЕЖНА, будинок 21","11620; Житомирська обл.- Малинський район, селище міського типу Чоповичі, ВУЛИЦЯ ЗАВОДСЬКА, будинок 1",4,"ЛИСЕНКО ТЕТЯНА МИКОЛАЇВНА, розмір внеску до статутного фонду - 0.00 грн.||СМИЧОК НАДІЯ БОРИСІВНА, розмір внеску до статутного фонду - 0.00 грн.||СЛОБОДЯНЮК ІННА ІВАНІВНА, розмір внеску до статутного фонду - 0.00 грн.",60,2,"Надання іншої соціальної допомоги без забезпечення проживання"
"Житомирська обл.","38770680","ФЕРМЕРСЬКЕ ГОСПОДАРСТВО БІЛА ЛІЛІЯ","01.19 Вирощування інших однорічних і дворічних культур",36105670,"РЕЛІГІЙНА ГРОМАДА УКРАЇНСЬКОЇ ПРАВОСЛАВНОЇ ЦЕРКВИ (ПАРАФІЯ НА ЧЕСТЬ АФОНСЬКОЇ ІКОНИ БОЖОЇ МАТЕРІ"")","СМИЧОК НАДІЯ БОРИСІВНА","СМИЧОК НАДІЯ БОРИСІВНА","11620; Житомирська обл.- Малинський район, селище міського типу Чоповичі, ВУЛИЦЯ ЗАВОДСЬКА, будинок 1","11620; Житомирська обл.- Малинський район, селище міського типу Чоповичі, ВУЛИЦЯ ЗАВОДСЬКА, будинок 1",4,"СЕМЕНЮК ІРИНА МИКОЛАЇВНА, розмір внеску до статутного фонду - 1000.00 грн.",73,2,"Вирощування сільськогосподарських культур"
"Житомирська обл.","38770674","БЛАГОДІЙНЕ ТОВАРИСТВО ОБИТЕЛЬ МИЛОСЕРДЯ СВЯТОЇ ВЕЛИКОМУЧЕНИЦІ ЄКАТЕРИНИ","88.99 Надання іншої соціальної допомоги без забезпечення проживання, н. в. і. у.",38318952,"РЕЛІГІЙНА ОРГАНІЗАЦІЯ СТАВРОПІГІЙНИЙ ЖІНОЧИЙ МОНАСТИР НА ЧЕСТЬ АФОНСЬКОЇ ІКОНИ БОЖОЇ МАТЕРІ"" УКРАЇНСЬКОЇ ПРАВОСЛАВНОЇ ЦЕРКВИ","СМИЧОК НАДІЯ БОРИСІВНА","СМИЧОК НАДІЯ БОРИСІВНА","11620; Житомирська обл.- Малинський район, село Загребля, ВУЛИЦЯ НАБЕРЕЖНА, будинок 21","11620; Житомирська обл.- Малинський район, селище міського типу Чоповичі, ВУЛИЦЯ ЗАВОДСЬКА, будинок 1",4,"ЛИСЕНКО ТЕТЯНА МИКОЛАЇВНА, розмір внеску до статутного фонду - 0.00 грн.||СМИЧОК НАДІЯ БОРИСІВНА, розмір внеску до статутного фонду - 0.00 грн.||СЛОБОДЯНЮК ІННА ІВАНІВНА, розмір внеску до статутного фонду - 0.00 грн.",60,2,"Надання іншої соціальної допомоги без забезпечення проживання"
